target_binary,open,close,high,low,volume,vwap,rsi_14,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,news_sentiment,news_volume,options_put_call_ratio,options_implied_volatility
0,-1.085599906165472,-1.0808117349220825,-1.0741834500688023,-1.0899593648025987,0.43733788164441106,-1.0777313706477185,-0.8340367349631559,-0.7291328552026788,0.020812518814346984,-0.7797077819368418,-1.0757549961388613,-1.082542014245171,-1.0645792055853025,1.3820826521427592,-1.7773879153131262,0.9426433989561946,-1.1869662365208664
1,1.064125598700272,1.0901128043799349,1.1254649542054098,1.071425182318265,-0.3630668456208282,1.0751378289179754,-1.4985140339122391,-0.5828816738286364,0.020812518814346984,-0.6247782252562327,1.098708634729972,1.058548071540463,1.1398196352410643,0.6218181885462862,-1.3305403997030232,1.87695434307404,-0.9092027679425726
1,0.1359808801683513,0.11625081012811572,0.13313136202861287,0.11385773878121758,-0.3186125012319245,0.11512200786177164,0.4266291997315494,1.444883214367999,0.020812518814346984,1.5233118771910958,0.12325902805372135,0.0980696103746073,0.1509412968241129,-1.3793588888269663,-0.88369288409292,-1.2866061489335108,-0.12477497824014316
0,0.402897686506445,0.39259871255524026,0.40394615745624307,0.39524188051910064,3.2889915058188053,0.3824474424025879,1.281050574992595,-1.3850435074712286,0.020812518814346984,-1.4745394108052545,0.40005743924486836,0.37061973517286784,0.4315503114382323,-3.199439811523053,-1.3305403997030232,1.8872621420082036,-0.7037032987728378
1,-0.7716304893138908,-0.762784692936874,-0.772884441574023,-0.7747140112199333,0.05932205487738365,-0.7623796254952551,-1.1911560618060673,0.3793506492695035,0.020812518814346984,0.39455184675238064,-0.7572094990890326,-0.7688855355058459,-0.7416483850930194,0.7705017787591409,0.010002147127286243,-1.2759367267539505,-0.0109538303323023
0,1.2958269429125995,1.2762530886519967,1.2627709457002967,1.2987937669341323,-0.03128818690867073,1.2629690509553513,1.2404035276123782,-0.14824882143919896,0.020812518814346984,-0.16435476401043084,1.2851523692134004,1.2421302781096368,1.3288300865266487,1.2948424182363594,-0.43684536848281685,1.7945743580269968,0.27814840878934843
1,1.2215078271381345,1.241110347691225,1.2629124897230155,1.183497469825183,-0.27865870096496986,1.25593953336615,-1.5589763683290974,0.6444393618349727,0.020812518814346984,0.6753706157561223,1.2499523377407211,1.2074704947333648,1.2931454664328081,-0.13857902159660115,-1.3305403997030232,0.8152362678758541,-1.218988087989423
0,-1.1268406893026646,-1.1293621746461862,-1.1365359032011129,-1.1365997552631883,-0.2619846836987858,-1.128295553220066,0.07700347575939362,-0.4129084202059838,0.020812518814346984,-0.44471895610087114,-1.1243845839165623,-1.1304252378542388,-1.1138782627896742,0.1064306873747488,0.010002147127286243,-0.22197963425775002,-0.7827046599025015
1,-1.7929481767030913,-1.7927605115466054,-1.7978768872870472,-1.7923517307219554,-0.6233729188555418,-1.7943641920219324,-0.7935678813506046,-1.0103279825342149,0.020812518814346984,-1.077588701659481,-1.788864408181954,-1.7847066632790225,-1.7875057880189038,0.4894098489003665,-1.7773879153131262,0.30397351921084176,-0.5943015750321635
0,-0.2463440457778582,-0.25417158413979146,-0.2638152973653642,-0.24140714411679154,0.09464126897305167,-0.24550450816348213,0.49545523039843403,-0.8448326436549808,0.020812518814346984,-0.9022730615095982,-0.24776723739808923,-0.2672621648951992,-0.22519277958318468,-0.0773659674371806,0.010002147127286243,-0.42192922632419627,-0.4907919754174004
1,-1.146098374574355,-1.1543290067178615,-1.1450067252587375,-1.141517946207205,0.7273901297977652,-1.1492318613819346,-0.03519232647034557,-1.047475190816991,0.020812518814346984,-1.1169401821542173,-1.1493921174973114,-1.1550489572209772,-1.1392300678301217,-0.735071237317543,0.010002147127286243,-0.6449004566826538,-1.057686860595595
0,1.136070452763581,1.116068761864049,1.129204744610884,1.1199744077306768,-0.644282010170475,1.1139843289927711,-1.4095936500231867,-0.22125429727647103,0.020812518814346984,-0.24169230002525427,1.1247069062183628,1.084147323025353,1.1661758173904972,0.12334193852000835,1.7973922095676986,0.5004251019214431,-0.6247050090081466
0,-0.7581719156090706,-0.7441478551876786,-0.7599082560373325,-0.7532991497085513,-0.3665021386568265,-0.7512463821815613,-1.1443464168046331,1.4717262822443276,0.020812518814346984,1.5517477815506704,-0.7385422791344144,-0.7505048189895422,-0.7227241789369624,0.0842749194080487,0.9036971783474925,0.4579385592188612,0.6187133500856499
1,1.3093563112805195,1.3244751127968675,1.3104374873699796,1.3442147144284577,-0.3242030575630361,1.3218186171244897,0.42805215926135753,1.0223662221851508,0.020812518814346984,1.0757232172301487,1.3334530060211693,1.2896895994696935,1.3777956641885185,-0.24214775129370947,0.9036971783474925,0.6701876482764795,-0.14117414555256622
0,-1.1232300357807503,-1.1303108906768493,-1.1162539737912611,-1.1238006484805207,-0.48732406045870796,-1.1332316370368682,0.5331282763682822,-0.6503706195931629,0.020812518814346984,-0.6962718867084305,-1.1253348465661164,-1.131360915926279,-1.1148416074294376,-0.7216265281152321,-0.88369288409292,1.6589992651180936,-0.1256235757950898
0,-0.28397322415452153,-0.2782238564497099,-0.28335585777913025,-0.28758369371025255,0.9237161183894542,-0.27064479872984165,-1.1873191036485014,1.3165188062393585,0.020812518814346984,1.3873304741139045,-0.27185872028053276,-0.2909838930580495,-0.249615922921125,1.0532890393941012,1.3505446939575956,-1.107579342457951,-0.6078546453251022
1,1.2472005821352667,1.270024780259538,1.2239375151471017,1.2341812340560558,0.3504096751980864,1.2618916282362649,-1.607553494206164,-0.20191046800825832,0.020812518814346984,-0.22120063038625948,1.2789139072880535,1.2359875637458313,1.3225057415058583,0.1420465536966231,2.2442397251778017,0.9698852206051155,-0.7142826094581387
0,0.36619328769724846,0.3696103082437592,0.354897129591403,0.38383791726089905,-0.18207562289385684,0.3579755149049392,1.0771182957562833,0.9497007564594722,0.020812518814346984,0.9987458671321923,0.3770315587031635,0.3479472545461724,0.40820744027930705,0.8711439171470633,-0.88369288409292,0.9043469999078266,0.4300398540307516
1,0.13464777350584217,0.12156483570740623,0.13894789659259996,0.1393492723395389,-0.3972014997005328,0.13252181850697045,-0.759043321109309,1.2352115609152576,0.020812518814346984,1.301198551249176,0.1285817166808392,0.10331060667708046,0.1563372613613584,1.1647022188820606,-1.7773879153131262,1.0764587275506343,0.04496168490813615
0,-1.0952661816465756,-1.1020272041590893,-1.1111488998073953,-1.0961633865814029,-0.33236019952144186,-1.1058901907609637,0.8747002305400329,-1.739420539742671,0.020812518814346984,-1.8499447647434692,-1.097005051326187,-1.1034659247848018,-1.0861218041173923,0.4100599717632135,0.010002147127286243,-1.7108405747324955,-0.1133949175964455
0,-1.1313964204060973,-1.1370519051206915,-1.1196490460090094,-1.121262950539077,-0.1532674137846067,-1.1393833073360695,0.4571663403804328,-0.8398334913500024,0.020812518814346984,-0.8969772653108085,-1.1320868503681505,-1.138009290355032,-1.121686564108944,-0.26481243213217814,0.010002147127286243,-1.0336407097988773,-1.1657768291850907
0,-1.790210272449904,-1.791038483065041,-1.7887716625920862,-1.7848700396071289,-0.5876993460761671,-1.7919351819788596,-0.7936286024529383,0.9592143205915513,0.020812518814346984,1.0088239551147156,-1.787139572409594,-1.7830083001887496,-1.7857572069328698,-0.6882702527935745,0.010002147127286243,1.7792001077290809,0.6354788318454624
1,-1.1660659720943203,-1.1635173062071007,-1.153234673177841,-1.1730610133444728,-0.5557527120763152,-1.1629829517572132,0.2308328486720284,-0.8599477092497313,0.020812518814346984,-0.9182850375483,-1.1585953959656201,-1.164110984290773,-1.1485600451630766,-0.4134408452554006,2.2442397251778017,0.7077746672237352,-0.3533394977237762
1,-0.7388603129510293,-0.7451156867014878,-0.7334851899174407,-0.7549579652691727,-0.31481745521753696,-0.7404893763479342,-0.7498039929584659,-1.4937479505771918,0.020812518814346984,-1.5896942493603468,-0.7395116884296188,-0.751459349845596,-0.7237069338086917,2.2001180444799027,-1.3305403997030232,1.3070400782015736,0.1712410464633715
