date,open,close,high,low,volume,vwap,rsi_14,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,news_sentiment,news_volume,options_put_call_ratio,options_implied_volatility,target_1d,target_3d,target_5d,target_10d,symbol
2021-01-01,328.8806261994678,326.07939542065503,334.3530872140187,319.9021663126612,2966914.82348548,325.92752736858404,54.931986223486334,1.4256310281702507,0.0,1.4256310281702507,326.07939542065503,339.1225712374812,313.03621960382884,-1.3739759244009657,3,0.20769086245132132,0.09085066380085619,-0.001814753061748926,-0.003990484684422267,-0.01151279714759016,0.007815604821032267,META
2021-01-04,328.69095415852735,326.83532063264414,335.19540686766794,323.46449665489723,2352155.632898949,328.4028319010413,41.289843965794,1.2177696899937691,0.0,1.2177696899937691,326.83532063264414,339.9087334579499,313.7619078073384,1.1592477476545922,1,0.7367590606534465,0.102555886833603,0.011509208714464422,-0.0012068033420770553,-0.05545266204787326,0.015963152352335964,META
2021-01-05,328.509850924317,328.8848066892735,332.6070776843162,325.15328378545047,3359854.665675676,330.04120813495234,33.66300176884542,1.1988174172319872,0.0,1.1988174172319872,328.8848066892735,342.04019895684445,315.72941442170253,-0.8461629917560913,5,0.42863259860514313,0.0066911832947666745,-0.005250112889172475,-0.01143633327852503,-0.011081944650896076,0.027142066439080945,META
2021-01-06,320.1951208297882,321.8838196323619,329.3481977135279,317.02408040553365,634188.7207306803,323.1860903778505,42.46642522360665,-1.1392497339119243,0.0,-1.1392497339119243,321.8838196323619,334.7591724176564,309.00846684706744,0.13180418316395032,3,0.49755202875269444,0.0636171064303994,-0.006619358848132081,0.006258299687820266,0.001971239869979447,-0.024286705814675298,META
2021-01-07,317.4075614005189,317.398181203538,317.812015332639,308.15631875417597,1229577.3420174485,318.36026292572376,41.88542112437838,0.7317074493508213,0.0,0.7317074493508213,317.398181203538,330.0941084516795,304.7022539553965,1.0797717194147491,7,0.7798683249274505,0.010788844696386704,0.003482890003937655,-0.005202924199759383,-0.039139426556131944,-0.06585281380101748,META
2021-01-08,317.19954341565074,318.6172408063252,327.09703798008724,310.4194666375841,1310568.536913382,318.52264775142453,60.05388236796894,-0.4227471264674203,0.0,-0.4227471264674203,318.6172408063252,331.3619304385782,305.87255117407216,0.4408328635109118,3,0.6652114765892564,0.20323353098649652,-0.0035901719725116507,0.010720231764123046,0.019548898588460432,-0.0014677760151847932,META
2021-01-11,314.9016484646896,313.8121877496727,318.99426121623117,307.10802854415226,4462200.746630082,312.7405940234593,36.705462858387506,0.432630042171241,0.0,0.432630042171241,313.8121877496727,326.36467525965963,301.2597002396858,-0.13687861387686664,3,0.4851258840429015,0.056210100959903475,0.005444050084507999,0.025524290918839704,-0.0053069590654694606,0.04969603066484115,META
2021-01-12,318.71164980794316,320.1395965320687,324.10395052349224,314.36539740070714,2222126.843536091,320.6593926078359,60.54580707978502,0.25238776001372926,0.0,0.25238776001372926,320.1395965320687,332.94518039335145,307.33401267078597,-0.6598924182500514,3,0.48376360286323783,0.07943804511085449,0.011881184129394626,-0.04442863258624634,-0.012753546057657182,-0.028370098430891853,META
2021-01-13,312.17457098228846,313.3289184146071,317.5850979982317,309.05355453205334,12970666.56824059,312.41875243279486,38.463945571763375,-0.8301987605482917,0.31852752955601804,-1.1487262901043098,313.3289184146071,325.86207515119133,300.7957616780228,1.7596137373633762,5,0.09175396055531923,0.028325656701751797,-0.00895090960971217,0.007088249416966684,0.043046032648572374,0.009267081365575863,META
2021-01-14,311.1670111060164,311.785142153284,318.7001854274862,304.0406953146748,724801.4871513403,311.70666782765414,65.67894744690784,-1.9517459853563193,-0.0567365830580453,-1.895009402298274,311.785142153284,324.25654783941536,299.3137364671527,0.2625604798934714,1,0.346122375355415,0.05093504791708719,0.005393791965916207,-0.01564491651388968,-0.019596950812453447,0.0515052898788007,META
2021-01-15,304.50618484852373,305.8687826793202,308.24396143681497,295.7379685338553,8941855.933610702,306.70673298306735,67.63000978380236,-1.1650368659275188,-0.3214928670492995,-0.8435439988782192,305.8687826793202,318.103533986493,293.6340313721474,0.3561432848562197,2,0.8610195676821498,0.17080098584934167,-0.00018896935865847053,0.028791478540151075,-0.006914994388133248,0.02029841305827589,META
2021-01-18,302.68026481050913,303.99273960661577,305.817706197004,297.83844666051215,299025.05022745155,305.0636562820397,48.95961785558884,0.5830333453151701,-0.3899133194845014,0.9729466647996716,303.99273960661577,316.1524491908804,291.8330300223511,0.39548500517187934,6,0.15281522776734835,0.08414663818803775,-0.01274318396939612,-0.02673438846172555,-0.017288636949864503,-0.04721375333397569,META
2021-01-19,299.6359778546339,301.15173374943384,304.4166721210441,291.0882689017883,1609503.902763113,299.72850277979745,68.34998816250639,-1.9596111016691753,-0.4810645825686404,-1.478546519100535,301.15173374943384,313.1978030994112,289.1056643994565,-1.2301364047399093,2,0.5620107997717928,0.0728662514663244,0.001438059968096977,-0.013710486476683957,-0.010784492398223423,0.10908220195239514,META
2021-01-20,302.1260210417338,299.45187790189874,307.5335012309227,291.6946174141029,5243730.2692744555,298.6353138852505,39.476273228608704,-1.3643851128842337,-0.7139637561503132,-0.6504213567339205,299.45187790189874,311.4299530179747,287.4738027858228,-0.05588539025079587,6,0.43778066904036883,0.1808141464223223,-0.013353308007561914,0.012359139714580934,0.012001498085100754,0.015397280268655496,META
