date,open,close,high,low,volume,vwap,rsi_14,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,news_sentiment,news_volume,options_put_call_ratio,options_implied_volatility,target_1d,target_3d,target_5d,target_10d,symbol
2021-01-01,493.90145767849265,491.09082700245204,497.94149409087834,485.4917946118119,5214497.390398443,489.2207405117502,64.29513241391601,-0.1537458279832965,0.0,-0.1537458279832965,491.09082700245204,510.73446008255013,471.44719392235396,1.2888335632984689,4,0.8975384563009284,0.11863669436615541,0.013706263908376273,-0.009007160895915096,0.0015083250882921254,0.04677901518310696,GOOGL
2021-01-04,486.9829856975744,490.2048441874179,492.3178428577018,476.46247568779773,8200313.132166537,489.06746589317476,31.52703316852824,-0.20694415728016627,0.0,-0.20694415728016627,490.2048441874179,509.81303795491465,470.59665041992116,0.14094848921328473,10,0.7128982458883274,0.050197582875817964,0.002285156894555064,0.034441457812043746,0.01672659081117211,0.05029185027540937,GOOGL
2021-01-05,490.91268507386127,495.4293456909333,509.9406126653623,485.68935804696997,1202003.2014910409,497.672418129821,49.613276652611475,0.6873172017964368,0.0,0.6873172017964368,495.4293456909333,515.2465195185706,475.612171863296,-1.1937912021601231,4,0.3513416247103479,0.09485487724227687,-0.021914379586853838,-0.010462941509202454,0.002171982083201815,-0.02709129379567917,GOOGL
2021-01-06,507.20459517621515,504.18554231228353,509.312452984764,489.5772269497783,2412330.0347564877,506.3256574085875,32.454232696934746,0.09115530264221008,0.0,0.09115530264221008,504.18554231228353,524.3529640047749,484.01812061979217,-0.5226546088647774,5,0.13436221418844965,0.08107787558074407,-0.01119058845232953,0.0034024440183050885,0.02371306730781143,0.03658013351411682,GOOGL
2021-01-07,506.33463662813176,504.4737301305813,518.7899969706979,502.49594861342257,2703835.1432359735,503.7930607214273,66.01207041516338,-1.372174269924966,0.0,-1.372174269924966,504.4737301305813,524.6526793358046,484.29478092535805,-1.8989594694118972,4,0.8622765636506432,0.0795579707145741,-0.007654137689788181,0.010813323002446782,-0.0036454256578356365,-0.01234094738774835,GOOGL
2021-01-08,490.855828158404,494.998983019408,498.12780236283294,478.5553427337439,18359177.18814038,493.91326061926867,36.362793404017,-0.3622126945034921,0.0,-0.3622126945034921,494.998983019408,514.7989423401843,475.19902369863166,-0.5902885874139701,5,0.29118327253378884,0.018523340438333636,0.0034927729237928147,0.009841366286455221,-0.03497287952006528,-0.009655652926471631,GOOGL
2021-01-11,502.9608117313547,500.36739455728673,511.8943971419751,488.55620394104,1355972.4128488058,502.54561523324884,34.58193890976903,-0.07598218901160597,0.0,-0.07598218901160597,500.36739455728673,520.3820903395782,480.35269877499525,-0.6121811678529007,5,0.6681645600494466,0.05853196591512058,-0.0045131348440613185,-0.002864053719001605,0.03646917405493938,-0.02445530450962699,GOOGL
2021-01-12,500.29990334238954,503.5958605894724,517.4732914391083,491.8757859089154,11244115.277144797,504.9122251395916,67.17458052514115,-0.7467662759135462,0.0,-0.7467662759135462,503.5958605894724,523.7396950130513,483.4520261658935,-0.07485552213245095,5,0.8189592107494262,0.21380555006202584,0.00899746187725865,0.007909412867827816,-0.013697174660402881,0.04987492295507985,GOOGL
2021-01-13,509.27097684571953,511.9671884846325,525.0376669174418,506.98617456109196,943223.8178934285,513.2629664827564,39.45503959867154,0.9486326463296544,-0.13230225153875239,1.0809348978684068,511.9671884846325,532.4458760240178,491.4885009452472,-0.705465715936935,5,0.22852329337786959,0.06854454601936859,0.004684532134310205,-0.010920163638429542,0.04637680564391661,0.016377890868492936,GOOGL
2021-01-14,506.7531060377592,509.11771103860553,510.7043316481268,493.80767590312024,7254567.12711255,507.27184109188016,31.71269664853446,-0.8449810952629804,-0.20910617012538393,-0.6358749251375965,509.11771103860553,529.4824194801497,488.7530025970613,-1.6466393315428116,6,0.1149424159706313,0.10571409594331063,0.027908276857871412,0.013580610645636062,-0.009213473628794669,0.059276273871353764,GOOGL
