date,open,close,high,low,volume,vwap,rsi_14,macd,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,news_sentiment,news_volume,options_put_call_ratio,options_implied_volatility,target_1d,target_3d,target_5d,target_10d,symbol
2021-01-01,274.48411686828763,273.38645619135866,276.86937952179153,270.2554524740042,6199575.351403038,274.62464437497573,55.72388658795127,-0.844315311523408,0.0,-0.844315311523408,273.38645619135866,284.321914439013,262.4509979437043,-0.07752935740655095,5,0.4012839652156067,0.06560973761395819,0.005084625722496011,0.023546574843811417,0.005340333701007971,0.029681894031695653,NVDA
2021-01-04,269.13030440726385,269.96499749241076,274.0396193099734,263.80248159486086,12684979.075773766,271.0481758457982,36.36217713686159,1.2983749245984573,0.0,1.2983749245984573,269.96499749241076,280.7635973921072,259.1663975927143,1.0483091767206452,8,0.2477732955975619,0.05753696986500426,0.006387499218033346,0.0049350802632210505,-0.05262280605048054,0.06979987212672499,NVDA
2021-01-05,265.5998584025005,267.56089920199526,273.5916432810867,263.3956693627414,3055644.7771732123,267.8817496600316,30.33361190751904,0.14775198367302797,0.0,0.14775198367302797,267.56089920199526,278.26333517007504,256.8584632339155,0.4085250362972449,3,0.32743007986157147,0.04032476473579231,-0.0026491909886241552,0.03038076468106206,-0.019609761893811996,0.0016450104938064928,NVDA
2021-01-06,272.03055038700586,269.37548686066856,274.870565576847,263.26613087542785,836490.681548355,270.09845945482385,38.149002639407485,-0.2421885479713137,0.0,-0.2421885479713137,269.37548686066856,280.1505063350953,258.6004673862418,0.5380596211913887,5,0.46623550452324236,0.22434390488055414,0.01575848305922189,-0.008864869011116352,0.005963724969375934,0.02102556550769094,NVDA
2021-01-07,264.4970369320187,266.6743992761971,273.5201074718123,257.7291088164023,744523.5807416848,265.35031445399875,50.77650985836407,-1.1115627804163253,0.0,-1.1115627804163253,266.6743992761971,277.34137524724497,256.00742330514925,0.05521123960556734,3,0.5018019018591504,0.1418155569121105,-0.000725550663049763,-0.00012931932454717833,0.010712726536791152,0.04524177276043593,NVDA
2021-01-08,268.08251694388713,265.8980253314231,274.78759544145777,260.1704393127174,6102663.105391275,264.755758063504,44.433931575917974,0.9768941305917256,0.0,0.9768941305917256,265.8980253314231,276.53394634468003,255.2621043181662,1.344819164168239,2,0.3995966818909087,0.08533197221702588,0.011976935345323587,-0.020050050100097905,-0.027063173947230842,0.05975531979704933,NVDA
2021-01-11,257.9182306685471,257.3307545153137,260.81812293816085,249.75403641025903,1031427.8840359346,257.196768786615,67.72934949945883,0.6500535560045481,0.0,0.6500535560045481,257.3307545153137,267.62398469592625,247.03752433470115,-0.9067755892431911,3,0.17030998911018475,0.14671345568715807,0.004348941936551739,0.02052259060138526,0.024160146796261543,0.025597907216525547,NVDA
2021-01-12,257.19358444252714,257.9926300955478,264.1300835400443,249.7187842963877,1840303.0400861322,257.5782688307857,37.13419845129905,1.1379067923758643,0.0,1.1379067923758643,257.9926300955478,268.3123352993697,247.67292489172587,0.04447920333957589,4,0.13529498987065583,0.072078348928631,-0.015429300439576927,-0.002218587937185822,-0.0035427671582766622,0.04597451850563039,NVDA
2021-01-13,260.96544375817797,261.70204499959385,268.29413986923026,260.6684723903264,263799.54695718456,262.87848884132546,36.955731727092,1.6248321695674148,0.4041941018777768,1.220638067689638,261.70204499959385,272.1701267995776,251.2339631996101,2.220094847109062,3,0.7460474834448766,0.093204505965918,0.003804326988536605,0.03569991862824755,-0.01086379868167326,0.04793379306869417,NVDA
2021-01-14,259.36175942177584,258.7820283794201,260.59102652406995,251.5464063040453,4137670.25120469,259.68619634673706,35.44744916263346,-0.38740811255875995,0.45496156842940433,-0.8423696809881642,258.7820283794201,269.13330951459693,248.43074724424332,2.279053598045677,4,0.8476831050262219,0.10414947392431645,-0.0020039734902612136,0.017844663118307996,-0.031941076540321654,0.012917613454158152,NVDA
2021-01-15,262.4929144456814,261.91157308054744,267.01180914757697,259.3187493079167,3224984.0840079403,261.8702265523634,49.7532608857915,0.614145409120161,0.3789360667095936,0.2352093424105674,261.91157308054744,272.38803600376934,251.43511015732554,0.31638272830576514,5,0.40936724962417553,0.044833827328698755,-0.027390288247841323,0.01617583477573934,-0.012316903856315859,0.055447196623420965,NVDA
2021-01-18,262.94080389685166,264.6091768545594,268.94142364643864,260.43445392143605,9677842.575244613,264.85171110573145,33.540958024196755,-0.7155354648489654,0.2830152390960389,-0.9985507039450042,264.6091768545594,275.19354392874175,254.024809780377,0.21670775693871047,3,0.48349704994590365,0.0688421338596356,0.004313650944445123,0.01484336633259586,-0.0135512779868028,-0.01966083364643121,NVDA
